title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Planetary Pressures Adjusted Human Development Index Data,"Provides data on Planetary Pressures Adjusted Human Development, adjusted by carbon emissions per capita (production related) and materials footprint per capita.",10.12.2024,Yash Dubey,"hdi, planetary pressures, emissions per capita, sdgs",CC BY 4.0,https://ethrat.ch/en/eth-domain/open-research-data/,Worldwide,90,180,90,180,NA,2022,2022
